fps_id,name,district,taluk,pincode,latitude,longitude,capacity_kg,registered_cards_count
FPS-KA-DK-0017,FPS DK 0017,Dakshina Kannada,Dakshina Kannada Taluk 2,567992,14.900199,74.353929,4000,16
FPS-KA-DK-0018,FPS DK 0018,Dakshina Kannada,Dakshina Kannada Taluk 3,568029,11.962587,76.453392,3000,16
FPS-KA-DK-0019,FPS DK 0019,Dakshina Kannada,Dakshina Kannada Taluk 4,568066,11.900197,76.87651,4000,16
FPS-KA-DK-0020,FPS DK 0020,Dakshina Kannada,Dakshina Kannada Taluk 5,568103,15.384332,74.284721,4000,16
FPS-KA-DAV-0001,FPS DAV 0001,Davanagere,Davanagere Taluk 1,568140,11.966607,77.453239,3000,16
FPS-KA-DAV-0002,FPS DAV 0002,Davanagere,Davanagere Taluk 2,568177,13.558489,75.297248,2500,16
FPS-KA-DAV-0003,FPS DAV 0003,Davanagere,Davanagere Taluk 3,568214,15.970398,77.31537,2500,16
FPS-KA-DAV-0004,FPS DAV 0004,Davanagere,Davanagere Taluk 4,568251,16.923006,76.636824,4000,16
FPS-KA-DAV-0005,FPS DAV 0005,Davanagere,Davanagere Taluk 5,568288,13.569428,74.292253,3500,16
FPS-KA-DAV-0006,FPS DAV 0006,Davanagere,Davanagere Taluk 1,568325,15.774308,75.954415,4000,16
FPS-KA-DAV-0007,FPS DAV 0007,Davanagere,Davanagere Taluk 2,568362,13.833221,77.17224,4000,16
FPS-KA-DAV-0008,FPS DAV 0008,Davanagere,Davanagere Taluk 3,568399,12.111586,75.724188,4000,16
FPS-KA-DAV-0009,FPS DAV 0009,Davanagere,Davanagere Taluk 4,568436,11.562445,75.640312,2500,16
FPS-KA-DAV-0010,FPS DAV 0010,Davanagere,Davanagere Taluk 5,568473,11.809668,74.415863,2500,16
FPS-KA-DAV-0011,FPS DAV 0011,Davanagere,Davanagere Taluk 1,568510,12.146394,76.272236,2500,16
FPS-KA-DAV-0012,FPS DAV 0012,Davanagere,Davanagere Taluk 2,568547,15.603247,76.041791,4000,16
FPS-KA-DAV-0013,FPS DAV 0013,Davanagere,Davanagere Taluk 3,568584,16.791949,75.312047,3500,16
FPS-KA-DAV-0014,FPS DAV 0014,Davanagere,Davanagere Taluk 4,568621,13.071416,77.040097,2500,16
FPS-KA-DAV-0015,FPS DAV 0015,Davanagere,Davanagere Taluk 5,568658,12.729777,77.371279,3000,16
FPS-KA-DAV-0016,FPS DAV 0016,Davanagere,Davanagere Taluk 1,568695,11.56685,77.394576,3000,16
FPS-KA-DAV-0017,FPS DAV 0017,Davanagere,Davanagere Taluk 2,568732,11.73738,77.119001,3000,16
FPS-KA-DAV-0018,FPS DAV 0018,Davanagere,Davanagere Taluk 3,568769,14.402356,77.475377,5000,16
FPS-KA-DAV-0019,FPS DAV 0019,Davanagere,Davanagere Taluk 4,568806,11.905881,75.93849,4000,16
FPS-KA-DAV-0020,FPS DAV 0020,Davanagere,Davanagere Taluk 5,568843,16.831164,75.830842,3000,16
FPS-KA-DHA-0001,FPS DHA 0001,Dharwad,Dharwad Taluk 1,568880,14.961693,76.43512,4000,16
FPS-KA-DHA-0002,FPS DHA 0002,Dharwad,Dharwad Taluk 2,568917,13.999976,76.196453,3000,16
FPS-KA-DHA-0003,FPS DHA 0003,Dharwad,Dharwad Taluk 3,568954,14.713729,77.154053,3500,16
FPS-KA-DHA-0004,FPS DHA 0004,Dharwad,Dharwad Taluk 4,568991,11.749955,74.983371,4000,16
FPS-KA-DHA-0005,FPS DHA 0005,Dharwad,Dharwad Taluk 5,569028,16.727263,77.115923,3000,16
FPS-KA-DHA-0006,FPS DHA 0006,Dharwad,Dharwad Taluk 1,569065,14.006112,76.170464,2500,16
FPS-KA-DHA-0007,FPS DHA 0007,Dharwad,Dharwad Taluk 2,569102,13.025597,74.658424,4000,16
FPS-KA-DHA-0008,FPS DHA 0008,Dharwad,Dharwad Taluk 3,569139,14.050341,75.236733,5000,16
FPS-KA-DHA-0009,FPS DHA 0009,Dharwad,Dharwad Taluk 4,569176,14.710109,74.272071,2500,16
FPS-KA-DHA-0010,FPS DHA 0010,Dharwad,Dharwad Taluk 5,569213,16.859171,77.451738,2500,16
FPS-KA-DHA-0011,FPS DHA 0011,Dharwad,Dharwad Taluk 1,569250,15.339889,75.876337,5000,16
FPS-KA-DHA-0012,FPS DHA 0012,Dharwad,Dharwad Taluk 2,569287,13.202402,76.848283,2500,16
FPS-KA-DHA-0013,FPS DHA 0013,Dharwad,Dharwad Taluk 3,569324,15.266021,74.569159,2500,16
FPS-KA-DHA-0014,FPS DHA 0014,Dharwad,Dharwad Taluk 4,569361,16.5101,76.87888,3000,16
FPS-KA-DHA-0015,FPS DHA 0015,Dharwad,Dharwad Taluk 5,569398,16.7239,76.540018,3000,16
FPS-KA-DHA-0016,FPS DHA 0016,Dharwad,Dharwad Taluk 1,569435,14.873784,75.463851,4000,16
FPS-KA-DHA-0017,FPS DHA 0017,Dharwad,Dharwad Taluk 2,569472,16.630007,77.031224,4000,16
FPS-KA-DHA-0018,FPS DHA 0018,Dharwad,Dharwad Taluk 3,569509,11.748703,74.092284,4000,16
FPS-KA-DHA-0019,FPS DHA 0019,Dharwad,Dharwad Taluk 4,569546,13.570549,76.836937,3000,16
FPS-KA-DHA-0020,FPS DHA 0020,Dharwad,Dharwad Taluk 5,569583,16.930019,74.526459,4000,16
FPS-KA-GAD-0001,FPS GAD 0001,Gadag,Gadag Taluk 1,569620,14.767719,75.333118,2500,16
FPS-KA-GAD-0002,FPS GAD 0002,Gadag,Gadag Taluk 2,569657,16.834529,76.947416,3000,16
FPS-KA-GAD-0003,FPS GAD 0003,Gadag,Gadag Taluk 3,569694,16.110808,75.640426,4000,16
FPS-KA-GAD-0004,FPS GAD 0004,Gadag,Gadag Taluk 4,569731,13.781507,74.956925,2500,16
FPS-KA-GAD-0005,FPS GAD 0005,Gadag,Gadag Taluk 5,569768,11.810065,77.026528,4000,16
FPS-KA-GAD-0006,FPS GAD 0006,Gadag,Gadag Taluk 1,569805,15.970956,77.499012,3500,16
FPS-KA-GAD-0007,FPS GAD 0007,Gadag,Gadag Taluk 2,569842,16.981503,75.944011,4000,16
FPS-KA-GAD-0008,FPS GAD 0008,Gadag,Gadag Taluk 3,569879,15.729431,77.30668,3500,16
FPS-KA-GAD-0009,FPS GAD 0009,Gadag,Gadag Taluk 4,569916,16.173061,74.865718,4000,16
FPS-KA-GAD-0010,FPS GAD 0010,Gadag,Gadag Taluk 5,569953,13.977993,74.452058,5000,16
FPS-KA-GAD-0011,FPS GAD 0011,Gadag,Gadag Taluk 1,569990,16.747281,76.121611,4000,16
FPS-KA-GAD-0012,FPS GAD 0012,Gadag,Gadag Taluk 2,570027,12.757535,76.350952,3000,16
FPS-KA-GAD-0013,FPS GAD 0013,Gadag,Gadag Taluk 3,570064,14.899705,75.25357,3000,16
FPS-KA-GAD-0014,FPS GAD 0014,Gadag,Gadag Taluk 4,570101,12.124567,76.350506,3500,16
FPS-KA-GAD-0015,FPS GAD 0015,Gadag,Gadag Taluk 5,570138,14.361692,76.703114,3000,16
FPS-KA-GAD-0016,FPS GAD 0016,Gadag,Gadag Taluk 1,570175,14.360899,76.982635,2500,16
FPS-KA-GAD-0017,FPS GAD 0017,Gadag,Gadag Taluk 2,570212,14.535488,75.963283,5000,16
FPS-KA-GAD-0018,FPS GAD 0018,Gadag,Gadag Taluk 3,570249,16.321595,75.41219,5000,16
FPS-KA-GAD-0019,FPS GAD 0019,Gadag,Gadag Taluk 4,570286,12.237084,74.100739,2500,16
FPS-KA-GAD-0020,FPS GAD 0020,Gadag,Gadag Taluk 5,570323,15.653255,76.171083,3500,16
FPS-KA-HAS-0001,FPS HAS 0001,Hassan,Hassan Taluk 1,570360,15.372439,74.745375,2500,16
FPS-KA-HAS-0002,FPS HAS 0002,Hassan,Hassan Taluk 2,570397,12.250043,74.050906,2500,16
FPS-KA-HAS-0003,FPS HAS 0003,Hassan,Hassan Taluk 3,570434,13.428232,76.064712,5000,16
FPS-KA-HAS-0004,FPS HAS 0004,Hassan,Hassan Taluk 4,570471,13.657342,75.531162,4000,16
FPS-KA-HAS-0005,FPS HAS 0005,Hassan,Hassan Taluk 5,570508,16.472873,75.218894,5000,16
FPS-KA-HAS-0006,FPS HAS 0006,Hassan,Hassan Taluk 1,570545,14.326942,76.742786,5000,16
FPS-KA-HAS-0007,FPS HAS 0007,Hassan,Hassan Taluk 2,570582,13.680985,76.177303,3000,16
FPS-KA-HAS-0008,FPS HAS 0008,Hassan,Hassan Taluk 3,570619,16.243,77.323322,2500,16
FPS-KA-HAS-0009,FPS HAS 0009,Hassan,Hassan Taluk 4,570656,12.308904,77.243057,5000,16
FPS-KA-HAS-0010,FPS HAS 0010,Hassan,Hassan Taluk 5,570693,14.20664,74.903855,2500,16
FPS-KA-HAS-0011,FPS HAS 0011,Hassan,Hassan Taluk 1,570730,14.025247,77.430114,3000,16
FPS-KA-HAS-0012,FPS HAS 0012,Hassan,Hassan Taluk 2,570767,14.2094,75.150631,2500,16
FPS-KA-HAS-0013,FPS HAS 0013,Hassan,Hassan Taluk 3,570804,14.983705,74.84051,5000,16
FPS-KA-HAS-0014,FPS HAS 0014,Hassan,Hassan Taluk 4,570841,11.917248,74.451079,2500,16
FPS-KA-HAS-0015,FPS HAS 0015,Hassan,Hassan Taluk 5,570878,12.204252,74.531659,3000,16
FPS-KA-HAS-0016,FPS HAS 0016,Hassan,Hassan Taluk 1,570915,12.263549,76.243062,4000,16
FPS-KA-HAS-0017,FPS HAS 0017,Hassan,Hassan Taluk 2,570952,12.50034,75.209835,2500,16
FPS-KA-HAS-0018,FPS HAS 0018,Hassan,Hassan Taluk 3,570989,16.432336,75.658866,5000,16
FPS-KA-HAS-0019,FPS HAS 0019,Hassan,Hassan Taluk 4,571026,15.171568,74.60312,3000,16
FPS-KA-HAS-0020,FPS HAS 0020,Hassan,Hassan Taluk 5,571063,12.55759,74.14304,5000,16
FPS-KA-HAV-0001,FPS HAV 0001,Haveri,Haveri Taluk 1,571100,12.429143,74.975066,5000,16
FPS-KA-HAV-0002,FPS HAV 0002,Haveri,Haveri Taluk 2,571137,12.473558,74.310459,2500,16
FPS-KA-HAV-0003,FPS HAV 0003,Haveri,Haveri Taluk 3,571174,12.163497,75.612726,5000,16
FPS-KA-HAV-0004,FPS HAV 0004,Haveri,Haveri Taluk 4,571211,12.634835,75.274945,2500,16
FPS-KA-HAV-0005,FPS HAV 0005,Haveri,Haveri Taluk 5,571248,14.268795,76.416382,4000,16
FPS-KA-HAV-0006,FPS HAV 0006,Haveri,Haveri Taluk 1,571285,11.716217,76.797936,5000,16
FPS-KA-HAV-0007,FPS HAV 0007,Haveri,Haveri Taluk 2,571322,14.953452,74.286157,5000,16
FPS-KA-HAV-0008,FPS HAV 0008,Haveri,Haveri Taluk 3,571359,16.304682,77.223053,5000,16
FPS-KA-HAV-0009,FPS HAV 0009,Haveri,Haveri Taluk 4,571396,11.835929,74.969072,3500,16
FPS-KA-HAV-0010,FPS HAV 0010,Haveri,Haveri Taluk 5,571433,15.934107,76.618909,3500,16
FPS-KA-HAV-0011,FPS HAV 0011,Haveri,Haveri Taluk 1,571470,12.514866,74.732723,3000,16
FPS-KA-HAV-0012,FPS HAV 0012,Haveri,Haveri Taluk 2,571507,13.537597,75.69583,3500,16
FPS-KA-HAV-0013,FPS HAV 0013,Haveri,Haveri Taluk 3,571544,14.900401,75.291198,3000,16
FPS-KA-HAV-0014,FPS HAV 0014,Haveri,Haveri Taluk 4,571581,14.043941,76.616148,3500,16
FPS-KA-HAV-0015,FPS HAV 0015,Haveri,Haveri Taluk 5,571618,11.701758,74.883529,4000,16
FPS-KA-HAV-0016,FPS HAV 0016,Haveri,Haveri Taluk 1,571655,15.423423,77.133224,3000,16
FPS-KA-HAV-0017,FPS HAV 0017,Haveri,Haveri Taluk 2,571692,14.314226,75.862397,3500,16
FPS-KA-HAV-0018,FPS HAV 0018,Haveri,Haveri Taluk 3,571729,12.089446,75.565943,4000,16
FPS-KA-HAV-0019,FPS HAV 0019,Haveri,Haveri Taluk 4,571766,14.429395,74.848647,3500,16
FPS-KA-HAV-0020,FPS HAV 0020,Haveri,Haveri Taluk 5,571803,12.980838,75.320495,2500,16
FPS-KA-KAL-0001,FPS KAL 0001,Kalaburagi,Kalaburagi Taluk 1,571840,11.610392,75.127277,2500,16
FPS-KA-KAL-0002,FPS KAL 0002,Kalaburagi,Kalaburagi Taluk 2,571877,12.662964,75.146241,4000,16
FPS-KA-KAL-0003,FPS KAL 0003,Kalaburagi,Kalaburagi Taluk 3,571914,12.158692,77.116845,5000,16
FPS-KA-KAL-0004,FPS KAL 0004,Kalaburagi,Kalaburagi Taluk 4,571951,14.764758,76.376858,5000,16
FPS-KA-KAL-0005,FPS KAL 0005,Kalaburagi,Kalaburagi Taluk 5,571988,15.840442,75.744548,2500,16
FPS-KA-KAL-0006,FPS KAL 0006,Kalaburagi,Kalaburagi Taluk 1,572025,11.978062,75.879873,2500,16
FPS-KA-KAL-0007,FPS KAL 0007,Kalaburagi,Kalaburagi Taluk 2,572062,14.727626,76.609038,5000,16
FPS-KA-KAL-0008,FPS KAL 0008,Kalaburagi,Kalaburagi Taluk 3,572099,13.874128,74.446531,3000,16
FPS-KA-KAL-0009,FPS KAL 0009,Kalaburagi,Kalaburagi Taluk 4,572136,13.060767,75.270788,5000,16
FPS-KA-KAL-0010,FPS KAL 0010,Kalaburagi,Kalaburagi Taluk 5,572173,15.052545,75.997724,3500,16
FPS-KA-KAL-0011,FPS KAL 0011,Kalaburagi,Kalaburagi Taluk 1,572210,13.458532,77.452803,3000,16
FPS-KA-KAL-0012,FPS KAL 0012,Kalaburagi,Kalaburagi Taluk 2,572247,14.831762,74.830294,3500,16
FPS-KA-KAL-0013,FPS KAL 0013,Kalaburagi,Kalaburagi Taluk 3,572284,12.059804,74.535007,2500,16
FPS-KA-KAL-0014,FPS KAL 0014,Kalaburagi,Kalaburagi Taluk 4,572321,12.852768,74.562385,3000,16
FPS-KA-KAL-0015,FPS KAL 0015,Kalaburagi,Kalaburagi Taluk 5,572358,12.526119,74.997833,3500,16
FPS-KA-KAL-0016,FPS KAL 0016,Kalaburagi,Kalaburagi Taluk 1,572395,12.453555,77.138679,3500,16
FPS-KA-KAL-0017,FPS KAL 0017,Kalaburagi,Kalaburagi Taluk 2,572432,11.941286,75.83579,3000,16
FPS-KA-KAL-0018,FPS KAL 0018,Kalaburagi,Kalaburagi Taluk 3,572469,13.757183,77.438325,4000,16
FPS-KA-KAL-0019,FPS KAL 0019,Kalaburagi,Kalaburagi Taluk 4,572506,12.116214,75.392495,5000,16
FPS-KA-KAL-0020,FPS KAL 0020,Kalaburagi,Kalaburagi Taluk 5,572543,16.832087,77.029275,3500,16
FPS-KA-KOD-0001,FPS KOD 0001,Kodagu,Kodagu Taluk 1,572580,15.993896,74.90266,5000,16
FPS-KA-KOD-0002,FPS KOD 0002,Kodagu,Kodagu Taluk 2,572617,12.439882,76.340251,5000,16
FPS-KA-KOD-0003,FPS KOD 0003,Kodagu,Kodagu Taluk 3,572654,16.611568,75.94867,2500,16
FPS-KA-KOD-0004,FPS KOD 0004,Kodagu,Kodagu Taluk 4,572691,14.64387,74.979927,5000,16
FPS-KA-KOD-0005,FPS KOD 0005,Kodagu,Kodagu Taluk 5,572728,15.732211,74.654653,3500,16
FPS-KA-KOD-0006,FPS KOD 0006,Kodagu,Kodagu Taluk 1,572765,13.280236,75.489028,2500,16
FPS-KA-KOD-0007,FPS KOD 0007,Kodagu,Kodagu Taluk 2,572802,14.291857,74.848434,3000,16
FPS-KA-KOD-0008,FPS KOD 0008,Kodagu,Kodagu Taluk 3,572839,12.131603,76.13717,3500,16
FPS-KA-KOD-0009,FPS KOD 0009,Kodagu,Kodagu Taluk 4,572876,13.087468,76.034334,2500,16
FPS-KA-KOD-0010,FPS KOD 0010,Kodagu,Kodagu Taluk 5,572913,12.348995,75.68399,2500,16
FPS-KA-KOD-0011,FPS KOD 0011,Kodagu,Kodagu Taluk 1,572950,14.429242,74.181382,5000,16
FPS-KA-KOD-0012,FPS KOD 0012,Kodagu,Kodagu Taluk 2,572987,13.351324,74.470451,3000,16
FPS-KA-KOD-0013,FPS KOD 0013,Kodagu,Kodagu Taluk 3,573024,11.848562,77.464861,3500,16
FPS-KA-KOD-0014,FPS KOD 0014,Kodagu,Kodagu Taluk 4,573061,13.272946,76.834561,3500,16
FPS-KA-KOD-0015,FPS KOD 0015,Kodagu,Kodagu Taluk 5,573098,12.900524,76.38526,5000,16
FPS-KA-KOD-0016,FPS KOD 0016,Kodagu,Kodagu Taluk 1,573135,15.681253,76.084736,3000,16
FPS-KA-KOD-0017,FPS KOD 0017,Kodagu,Kodagu Taluk 2,573172,14.093669,75.441443,3500,16
FPS-KA-KOD-0018,FPS KOD 0018,Kodagu,Kodagu Taluk 3,573209,13.418775,77.253352,3000,16
FPS-KA-KOD-0019,FPS KOD 0019,Kodagu,Kodagu Taluk 4,573246,16.068407,77.377594,3500,16
FPS-KA-KOD-0020,FPS KOD 0020,Kodagu,Kodagu Taluk 5,573283,12.183635,76.558036,5000,16
FPS-KA-KOL-0001,FPS KOL 0001,Kolar,Kolar Taluk 1,573320,16.660873,74.634316,4000,16
FPS-KA-KOL-0002,FPS KOL 0002,Kolar,Kolar Taluk 2,573357,11.865729,76.593922,3500,16
FPS-KA-KOL-0003,FPS KOL 0003,Kolar,Kolar Taluk 3,573394,14.659602,76.946401,2500,16
FPS-KA-KOL-0004,FPS KOL 0004,Kolar,Kolar Taluk 4,573431,12.268748,76.783436,2500,16
FPS-KA-KOL-0005,FPS KOL 0005,Kolar,Kolar Taluk 5,573468,12.60895,74.572796,4000,16
FPS-KA-KOL-0006,FPS KOL 0006,Kolar,Kolar Taluk 1,573505,12.403462,76.851012,3500,16
FPS-KA-KOL-0007,FPS KOL 0007,Kolar,Kolar Taluk 2,573542,15.158585,75.830729,2500,16
FPS-KA-KOL-0008,FPS KOL 0008,Kolar,Kolar Taluk 3,573579,13.473568,77.070202,2500,16
FPS-KA-KOL-0009,FPS KOL 0009,Kolar,Kolar Taluk 4,573616,13.658448,76.858098,3500,16
FPS-KA-KOL-0010,FPS KOL 0010,Kolar,Kolar Taluk 5,573653,13.915242,75.319306,3000,16
FPS-KA-KOL-0011,FPS KOL 0011,Kolar,Kolar Taluk 1,573690,14.044739,75.054823,3500,16
FPS-KA-KOL-0012,FPS KOL 0012,Kolar,Kolar Taluk 2,573727,15.611852,75.759521,3000,16
FPS-KA-KOL-0013,FPS KOL 0013,Kolar,Kolar Taluk 3,573764,12.77717,77.148511,4000,16
FPS-KA-KOL-0014,FPS KOL 0014,Kolar,Kolar Taluk 4,573801,13.611402,75.902435,5000,16
FPS-KA-KOL-0015,FPS KOL 0015,Kolar,Kolar Taluk 5,573838,16.485597,76.184833,4000,16
FPS-KA-KOL-0016,FPS KOL 0016,Kolar,Kolar Taluk 1,573875,12.142939,77.289412,5000,16
FPS-KA-KOL-0017,FPS KOL 0017,Kolar,Kolar Taluk 2,573912,14.952394,75.17217,2500,16
FPS-KA-KOL-0018,FPS KOL 0018,Kolar,Kolar Taluk 3,573949,12.265996,76.779088,2500,16
FPS-KA-KOL-0019,FPS KOL 0019,Kolar,Kolar Taluk 4,573986,14.9104,75.867114,2500,16
FPS-KA-KOL-0020,FPS KOL 0020,Kolar,Kolar Taluk 5,574023,16.416409,76.76009,3000,16
FPS-KA-KOP-0001,FPS KOP 0001,Koppal,Koppal Taluk 1,574060,12.334212,75.091027,5000,16
FPS-KA-KOP-0002,FPS KOP 0002,Koppal,Koppal Taluk 2,574097,12.86669,76.603812,2500,16
FPS-KA-KOP-0003,FPS KOP 0003,Koppal,Koppal Taluk 3,574134,11.684428,75.994614,3500,16
FPS-KA-KOP-0004,FPS KOP 0004,Koppal,Koppal Taluk 4,574171,15.693523,77.06868,5000,16
FPS-KA-KOP-0005,FPS KOP 0005,Koppal,Koppal Taluk 5,574208,13.38145,76.874401,5000,16
FPS-KA-KOP-0006,FPS KOP 0006,Koppal,Koppal Taluk 1,574245,12.108475,76.962583,3000,16
FPS-KA-KOP-0007,FPS KOP 0007,Koppal,Koppal Taluk 2,574282,12.201188,75.390506,4000,16
FPS-KA-KOP-0008,FPS KOP 0008,Koppal,Koppal Taluk 3,574319,15.885125,74.524711,3000,16
FPS-KA-KOP-0009,FPS KOP 0009,Koppal,Koppal Taluk 4,574356,12.760883,76.527884,2500,16
FPS-KA-KOP-0010,FPS KOP 0010,Koppal,Koppal Taluk 5,574393,15.460201,76.244017,3500,16
FPS-KA-KOP-0011,FPS KOP 0011,Koppal,Koppal Taluk 1,574430,15.316716,75.899536,3500,16
FPS-KA-KOP-0012,FPS KOP 0012,Koppal,Koppal Taluk 2,574467,12.884895,75.209936,2500,16
FPS-KA-KOP-0013,FPS KOP 0013,Koppal,Koppal Taluk 3,574504,12.498787,77.179577,3500,16
FPS-KA-KOP-0014,FPS KOP 0014,Koppal,Koppal Taluk 4,574541,14.708655,75.40298,3000,16
FPS-KA-KOP-0015,FPS KOP 0015,Koppal,Koppal Taluk 5,574578,14.041032,77.315492,3000,16
FPS-KA-KOP-0016,FPS KOP 0016,Koppal,Koppal Taluk 1,574615,12.343433,76.051804,2500,16
FPS-KA-KOP-0017,FPS KOP 0017,Koppal,Koppal Taluk 2,574652,14.282388,76.14009,3500,16
FPS-KA-KOP-0018,FPS KOP 0018,Koppal,Koppal Taluk 3,574689,11.599606,77.052434,5000,16
FPS-KA-KOP-0019,FPS KOP 0019,Koppal,Koppal Taluk 4,574726,16.626651,75.977966,4000,16
FPS-KA-KOP-0020,FPS KOP 0020,Koppal,Koppal Taluk 5,574763,15.33158,77.228748,5000,16
FPS-KA-MAN-0001,FPS MAN 0001,Mandya,Mandya Taluk 1,574800,15.389812,74.533887,3000,16
FPS-KA-MAN-0002,FPS MAN 0002,Mandya,Mandya Taluk 2,574837,14.669586,76.123503,3000,16
FPS-KA-MAN-0003,FPS MAN 0003,Mandya,Mandya Taluk 3,574874,13.832719,76.577555,3000,16
FPS-KA-MAN-0004,FPS MAN 0004,Mandya,Mandya Taluk 4,574911,16.639019,77.23949,3000,16
FPS-KA-MAN-0005,FPS MAN 0005,Mandya,Mandya Taluk 5,574948,13.979617,74.396333,4000,16
FPS-KA-MAN-0006,FPS MAN 0006,Mandya,Mandya Taluk 1,574985,16.916627,76.936143,2500,16
FPS-KA-MAN-0007,FPS MAN 0007,Mandya,Mandya Taluk 2,575022,12.185645,77.222947,3000,16
FPS-KA-MAN-0008,FPS MAN 0008,Mandya,Mandya Taluk 3,575059,16.28443,75.815933,3500,16
FPS-KA-MAN-0009,FPS MAN 0009,Mandya,Mandya Taluk 4,575096,14.752015,75.396509,4000,16
FPS-KA-MAN-0010,FPS MAN 0010,Mandya,Mandya Taluk 5,575133,11.801189,75.17319,3000,16
FPS-KA-MAN-0011,FPS MAN 0011,Mandya,Mandya Taluk 1,575170,15.915694,74.016212,3500,16
FPS-KA-MAN-0012,FPS MAN 0012,Mandya,Mandya Taluk 2,575207,13.334245,75.39359,3000,16
FPS-KA-MAN-0013,FPS MAN 0013,Mandya,Mandya Taluk 3,575244,14.455676,77.219495,2500,16
FPS-KA-MAN-0014,FPS MAN 0014,Mandya,Mandya Taluk 4,575281,13.404903,75.214336,4000,16
FPS-KA-MAN-0015,FPS MAN 0015,Mandya,Mandya Taluk 5,575318,15.556257,75.582763,2500,16
FPS-KA-MAN-0016,FPS MAN 0016,Mandya,Mandya Taluk 1,575355,12.735327,75.583538,4000,16
FPS-KA-MAN-0017,FPS MAN 0017,Mandya,Mandya Taluk 2,575392,12.274714,74.617354,3000,16
FPS-KA-MAN-0018,FPS MAN 0018,Mandya,Mandya Taluk 3,575429,14.241023,75.466239,3000,16
FPS-KA-MAN-0019,FPS MAN 0019,Mandya,Mandya Taluk 4,575466,16.531652,75.268379,4000,16
FPS-KA-MAN-0020,FPS MAN 0020,Mandya,Mandya Taluk 5,575503,14.693236,76.212925,3500,16
FPS-KA-MYS-0001,FPS MYS 0001,Mysuru,Mysuru Taluk 1,575540,11.57202,76.322381,3500,16
FPS-KA-MYS-0002,FPS MYS 0002,Mysuru,Mysuru Taluk 2,575577,12.479198,77.363746,3000,16
FPS-KA-MYS-0003,FPS MYS 0003,Mysuru,Mysuru Taluk 3,575614,12.317645,75.451184,3000,16
FPS-KA-MYS-0004,FPS MYS 0004,Mysuru,Mysuru Taluk 4,575651,11.969423,77.48906,2500,16
FPS-KA-MYS-0005,FPS MYS 0005,Mysuru,Mysuru Taluk 5,575688,14.262073,76.083848,3000,16
FPS-KA-MYS-0006,FPS MYS 0006,Mysuru,Mysuru Taluk 1,575725,11.868921,76.624862,4000,16
FPS-KA-MYS-0007,FPS MYS 0007,Mysuru,Mysuru Taluk 2,575762,12.654481,77.14319,3500,16
FPS-KA-MYS-0008,FPS MYS 0008,Mysuru,Mysuru Taluk 3,575799,12.628268,74.667407,3500,16
FPS-KA-MYS-0009,FPS MYS 0009,Mysuru,Mysuru Taluk 4,575836,11.701023,75.652234,2500,16
FPS-KA-MYS-0010,FPS MYS 0010,Mysuru,Mysuru Taluk 5,575873,14.606626,74.22998,3500,16
FPS-KA-MYS-0011,FPS MYS 0011,Mysuru,Mysuru Taluk 1,575910,15.765402,75.586511,3500,16
FPS-KA-MYS-0012,FPS MYS 0012,Mysuru,Mysuru Taluk 2,575947,14.384146,75.54267,5000,16
FPS-KA-MYS-0013,FPS MYS 0013,Mysuru,Mysuru Taluk 3,575984,13.704197,75.958741,4000,16
FPS-KA-MYS-0014,FPS MYS 0014,Mysuru,Mysuru Taluk 4,576021,12.353821,74.636748,5000,16
FPS-KA-MYS-0015,FPS MYS 0015,Mysuru,Mysuru Taluk 5,576058,16.239821,77.311404,3500,16
FPS-KA-MYS-0016,FPS MYS 0016,Mysuru,Mysuru Taluk 1,576095,13.553201,74.947606,2500,16
FPS-KA-MYS-0017,FPS MYS 0017,Mysuru,Mysuru Taluk 2,576132,15.041997,75.43057,2500,16
FPS-KA-MYS-0018,FPS MYS 0018,Mysuru,Mysuru Taluk 3,576169,11.639625,74.546534,3500,16
FPS-KA-MYS-0019,FPS MYS 0019,Mysuru,Mysuru Taluk 4,576206,15.437847,76.306234,3000,16
FPS-KA-MYS-0020,FPS MYS 0020,Mysuru,Mysuru Taluk 5,576243,11.649028,74.776903,5000,16
FPS-KA-RAI-0001,FPS RAI 0001,Raichur,Raichur Taluk 1,576280,12.770911,76.351625,3500,16
FPS-KA-RAI-0002,FPS RAI 0002,Raichur,Raichur Taluk 2,576317,11.608408,74.36438,2500,16
FPS-KA-RAI-0003,FPS RAI 0003,Raichur,Raichur Taluk 3,576354,15.899538,74.624906,2500,16
FPS-KA-RAI-0004,FPS RAI 0004,Raichur,Raichur Taluk 4,576391,15.090104,74.83364,5000,16
FPS-KA-RAI-0005,FPS RAI 0005,Raichur,Raichur Taluk 5,576428,12.046928,74.851103,4000,16
FPS-KA-RAI-0006,FPS RAI 0006,Raichur,Raichur Taluk 1,576465,15.472468,76.994938,3500,16
FPS-KA-RAI-0007,FPS RAI 0007,Raichur,Raichur Taluk 2,576502,16.066209,75.390142,3500,16
FPS-KA-RAI-0008,FPS RAI 0008,Raichur,Raichur Taluk 3,576539,15.174468,74.717445,4000,16
FPS-KA-RAI-0009,FPS RAI 0009,Raichur,Raichur Taluk 4,576576,13.112313,77.137175,5000,16
FPS-KA-RAI-0010,FPS RAI 0010,Raichur,Raichur Taluk 5,576613,11.571511,74.29928,5000,16
FPS-KA-RAI-0011,FPS RAI 0011,Raichur,Raichur Taluk 1,576650,12.643374,74.092863,2500,16
