intent_id,card_id,cycle_id,intended_fps_id,timestamp,commodity,delivery_mode
INT-2026-10-KA-001070,RC-KA-001070,2026-10,FPS-KA-RAI-0010,2026-09-07T02:00:59Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001071,RC-KA-001071,2026-10,FPS-KA-RAI-0011,2026-09-05T05:39:06Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001072,RC-KA-001072,2026-10,FPS-KA-RAI-0012,2026-09-03T16:02:12Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001073,RC-KA-001073,2026-10,FPS-KA-RAI-0013,2026-09-01T15:01:04Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001074,RC-KA-001074,2026-10,FPS-KA-RAI-0014,2026-09-04T04:46:51Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001075,RC-KA-001075,2026-10,FPS-KA-RAI-0015,2026-09-01T08:39:24Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001076,RC-KA-001076,2026-10,FPS-KA-RAI-0016,2026-09-09T16:41:28Z,Wheat,FPS_COLLECTION
INT-2026-10-KA-001077,RC-KA-001077,2026-10,FPS-KA-RAI-0017,2026-09-06T18:36:18Z,Wheat,FPS_COLLECTION
INT-2026-10-KA-001078,RC-KA-001078,2026-10,FPS-KA-RAI-0018,2026-09-08T20:36:37Z,Wheat,FPS_COLLECTION
INT-2026-10-KA-001079,RC-KA-001079,2026-10,FPS-KA-RAI-0019,2026-09-01T09:11:35Z,Wheat,FPS_COLLECTION
INT-2026-10-KA-001080,RC-KA-001080,2026-10,FPS-KA-RAI-0020,2026-09-05T05:30:20Z,Wheat,FPS_COLLECTION
INT-2026-10-KA-001081,RC-KA-001081,2026-10,FPS-KA-RAM-0001,2026-09-07T10:35:16Z,Wheat,FPS_COLLECTION
INT-2026-10-KA-001082,RC-KA-001082,2026-10,FPS-KA-RAM-0002,2026-09-02T06:31:28Z,Wheat,FPS_COLLECTION
INT-2026-10-KA-001083,RC-KA-001083,2026-10,FPS-KA-RAM-0003,2026-09-04T01:50:31Z,Wheat,FPS_COLLECTION
INT-2026-10-KA-001084,RC-KA-001084,2026-10,FPS-KA-RAM-0004,2026-09-11T05:13:38Z,Wheat,FPS_COLLECTION
INT-2026-10-KA-001085,RC-KA-001085,2026-10,FPS-KA-RAM-0005,2026-09-13T18:28:01Z,Wheat,FPS_COLLECTION
INT-2026-10-KA-001086,RC-KA-001086,2026-10,FPS-KA-RAM-0006,2026-09-03T18:12:19Z,Wheat,FPS_COLLECTION
INT-2026-10-KA-001087,RC-KA-001087,2026-10,FPS-KA-RAM-0007,2026-09-02T13:01:30Z,Wheat,FPS_COLLECTION
INT-2026-10-KA-001088,RC-KA-001088,2026-10,FPS-KA-RAM-0008,2026-09-12T13:26:00Z,Wheat,FPS_COLLECTION
INT-2026-10-KA-001089,RC-KA-001089,2026-10,FPS-KA-RAM-0009,2026-09-11T21:08:21Z,Wheat,FPS_COLLECTION
INT-2026-10-KA-001090,RC-KA-001090,2026-10,FPS-KA-RAM-0010,2026-09-09T18:54:10Z,Wheat,FPS_COLLECTION
INT-2026-10-KA-001091,RC-KA-001091,2026-10,FPS-KA-RAM-0011,2026-09-13T10:58:58Z,Wheat,FPS_COLLECTION
INT-2026-10-KA-001092,RC-KA-001092,2026-10,FPS-KA-RAM-0012,2026-09-03T15:31:42Z,Wheat,FPS_COLLECTION
INT-2026-10-KA-001093,RC-KA-001093,2026-10,FPS-KA-RAM-0013,2026-09-11T23:18:44Z,Wheat,FPS_COLLECTION
INT-2026-10-KA-001094,RC-KA-001094,2026-10,FPS-KA-RAM-0014,2026-09-13T05:30:26Z,Wheat,FPS_COLLECTION
INT-2026-10-KA-001095,RC-KA-001095,2026-10,FPS-KA-RAM-0015,2026-09-06T09:03:43Z,Wheat,FPS_COLLECTION
INT-2026-10-KA-001096,RC-KA-001096,2026-10,FPS-KA-RAM-0016,2026-09-02T01:15:43Z,Coarse Grains,FPS_COLLECTION
INT-2026-10-KA-001097,RC-KA-001097,2026-10,FPS-KA-RAM-0017,2026-09-13T15:46:02Z,Coarse Grains,FPS_COLLECTION
INT-2026-10-KA-001098,RC-KA-001098,2026-10,FPS-KA-RAM-0018,2026-09-08T07:42:44Z,Coarse Grains,FPS_COLLECTION
INT-2026-10-KA-001099,RC-KA-001099,2026-10,FPS-KA-RAM-0019,2026-09-12T02:49:44Z,Coarse Grains,FPS_COLLECTION
INT-2026-10-KA-001100,RC-KA-001100,2026-10,FPS-KA-RAM-0020,2026-09-01T18:08:47Z,Coarse Grains,FPS_COLLECTION
INT-2026-10-KA-001101,RC-KA-001101,2026-10,FPS-KA-SHI-0001,2026-09-02T11:26:00Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001102,RC-KA-001102,2026-10,FPS-KA-SHI-0002,2026-09-12T15:01:37Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001103,RC-KA-001103,2026-10,FPS-KA-SHI-0003,2026-09-10T17:57:32Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001104,RC-KA-001104,2026-10,FPS-KA-SHI-0004,2026-09-11T08:19:20Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001105,RC-KA-001105,2026-10,FPS-KA-SHI-0005,2026-09-03T14:53:32Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001106,RC-KA-001106,2026-10,FPS-KA-SHI-0006,2026-09-12T21:36:08Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001107,RC-KA-001107,2026-10,FPS-KA-SHI-0007,2026-09-11T18:23:37Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001108,RC-KA-001108,2026-10,FPS-KA-SHI-0008,2026-09-02T18:48:41Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001109,RC-KA-001109,2026-10,FPS-KA-SHI-0009,2026-09-02T23:03:49Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001110,RC-KA-001110,2026-10,FPS-KA-SHI-0010,2026-09-08T19:38:37Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001111,RC-KA-001111,2026-10,FPS-KA-SHI-0011,2026-09-04T14:24:38Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001112,RC-KA-001112,2026-10,FPS-KA-SHI-0012,2026-09-02T14:15:45Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001113,RC-KA-001113,2026-10,FPS-KA-SHI-0013,2026-09-04T01:30:42Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001114,RC-KA-001114,2026-10,FPS-KA-SHI-0014,2026-09-07T16:12:30Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001115,RC-KA-001115,2026-10,FPS-KA-SHI-0015,2026-09-08T21:26:03Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001116,RC-KA-001116,2026-10,FPS-KA-SHI-0016,2026-09-10T05:53:34Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001117,RC-KA-001117,2026-10,FPS-KA-SHI-0017,2026-09-13T21:04:18Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001118,RC-KA-001118,2026-10,FPS-KA-SHI-0018,2026-09-08T03:47:25Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001119,RC-KA-001119,2026-10,FPS-KA-SHI-0019,2026-09-12T00:18:30Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001120,RC-KA-001120,2026-10,FPS-KA-SHI-0020,2026-09-13T06:30:17Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001121,RC-KA-001121,2026-10,FPS-KA-TUM-0001,2026-09-11T10:36:33Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001122,RC-KA-001122,2026-10,FPS-KA-TUM-0002,2026-09-03T09:46:32Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001123,RC-KA-001123,2026-10,FPS-KA-TUM-0003,2026-09-03T18:39:03Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001124,RC-KA-001124,2026-10,FPS-KA-TUM-0004,2026-09-06T05:15:36Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001125,RC-KA-001125,2026-10,FPS-KA-TUM-0005,2026-09-11T10:32:02Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001126,RC-KA-001126,2026-10,FPS-KA-TUM-0006,2026-09-11T23:02:59Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001127,RC-KA-001127,2026-10,FPS-KA-TUM-0007,2026-09-06T13:06:25Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001128,RC-KA-001128,2026-10,FPS-KA-TUM-0008,2026-09-11T01:03:49Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001129,RC-KA-001129,2026-10,FPS-KA-TUM-0009,2026-09-09T05:26:31Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001130,RC-KA-001130,2026-10,FPS-KA-TUM-0010,2026-09-12T00:10:56Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001131,RC-KA-001131,2026-10,FPS-KA-TUM-0011,2026-09-10T16:16:37Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001132,RC-KA-001132,2026-10,FPS-KA-TUM-0012,2026-09-11T02:19:53Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001133,RC-KA-001133,2026-10,FPS-KA-TUM-0013,2026-09-03T07:23:29Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001134,RC-KA-001134,2026-10,FPS-KA-TUM-0014,2026-09-08T14:04:21Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001135,RC-KA-001135,2026-10,FPS-KA-TUM-0015,2026-09-11T08:36:28Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001136,RC-KA-001136,2026-10,FPS-KA-TUM-0016,2026-09-08T14:03:29Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001137,RC-KA-001137,2026-10,FPS-KA-TUM-0017,2026-09-07T04:29:02Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001138,RC-KA-001138,2026-10,FPS-KA-TUM-0018,2026-09-10T02:02:46Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001139,RC-KA-001139,2026-10,FPS-KA-TUM-0019,2026-09-04T16:55:07Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001140,RC-KA-001140,2026-10,FPS-KA-TUM-0020,2026-09-12T12:16:51Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001141,RC-KA-001141,2026-10,FPS-KA-UDP-0001,2026-09-02T15:06:28Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001142,RC-KA-001142,2026-10,FPS-KA-UDP-0002,2026-09-03T05:08:32Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001143,RC-KA-001143,2026-10,FPS-KA-UDP-0003,2026-09-03T01:43:42Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001144,RC-KA-001144,2026-10,FPS-KA-UDP-0004,2026-09-03T06:18:37Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001145,RC-KA-001145,2026-10,FPS-KA-UDP-0005,2026-09-11T11:35:10Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001146,RC-KA-001146,2026-10,FPS-KA-UDP-0006,2026-09-03T08:15:10Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001147,RC-KA-001147,2026-10,FPS-KA-UDP-0007,2026-09-10T01:04:57Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001148,RC-KA-001148,2026-10,FPS-KA-UDP-0008,2026-09-04T03:47:51Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001149,RC-KA-001149,2026-10,FPS-KA-UDP-0009,2026-09-02T10:56:29Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001150,RC-KA-001150,2026-10,FPS-KA-UDP-0010,2026-09-09T00:01:57Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001151,RC-KA-001151,2026-10,FPS-KA-UDP-0011,2026-09-03T23:12:17Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001152,RC-KA-001152,2026-10,FPS-KA-UDP-0012,2026-09-10T23:18:48Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001153,RC-KA-001153,2026-10,FPS-KA-UDP-0013,2026-09-09T13:59:08Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001154,RC-KA-001154,2026-10,FPS-KA-UDP-0014,2026-09-11T06:22:42Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001155,RC-KA-001155,2026-10,FPS-KA-UDP-0015,2026-09-02T05:58:10Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001156,RC-KA-001156,2026-10,FPS-KA-UDP-0016,2026-09-07T23:33:22Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001157,RC-KA-001157,2026-10,FPS-KA-UDP-0017,2026-09-08T14:00:52Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001158,RC-KA-001158,2026-10,FPS-KA-UDP-0018,2026-09-09T12:50:55Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001159,RC-KA-001159,2026-10,FPS-KA-UDP-0019,2026-09-03T12:21:06Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001160,RC-KA-001160,2026-10,FPS-KA-UDP-0020,2026-09-13T07:35:21Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001161,RC-KA-001161,2026-10,FPS-KA-UK-0001,2026-09-06T03:55:45Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001162,RC-KA-001162,2026-10,FPS-KA-UK-0002,2026-09-04T18:08:12Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001163,RC-KA-001163,2026-10,FPS-KA-UK-0003,2026-09-12T16:53:44Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001164,RC-KA-001164,2026-10,FPS-KA-UK-0004,2026-09-06T10:37:55Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001165,RC-KA-001165,2026-10,FPS-KA-UK-0005,2026-09-03T15:02:30Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001166,RC-KA-001166,2026-10,FPS-KA-UK-0006,2026-09-09T11:57:22Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001167,RC-KA-001167,2026-10,FPS-KA-UK-0007,2026-09-09T22:07:11Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001168,RC-KA-001168,2026-10,FPS-KA-UK-0008,2026-09-03T18:55:31Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001169,RC-KA-001169,2026-10,FPS-KA-UK-0009,2026-09-07T18:16:39Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001170,RC-KA-001170,2026-10,FPS-KA-UK-0010,2026-09-06T11:44:49Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001171,RC-KA-001171,2026-10,FPS-KA-UK-0011,2026-09-11T09:58:33Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001172,RC-KA-001172,2026-10,FPS-KA-UK-0012,2026-09-01T15:17:38Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001173,RC-KA-001173,2026-10,FPS-KA-UK-0013,2026-09-07T11:47:58Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001174,RC-KA-001174,2026-10,FPS-KA-UK-0014,2026-09-01T16:51:59Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001175,RC-KA-001175,2026-10,FPS-KA-UK-0015,2026-09-05T09:05:59Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001176,RC-KA-001176,2026-10,FPS-KA-UK-0016,2026-09-07T15:11:29Z,Wheat,FPS_COLLECTION
INT-2026-10-KA-001177,RC-KA-001177,2026-10,FPS-KA-UK-0017,2026-09-08T11:59:47Z,Wheat,FPS_COLLECTION
INT-2026-10-KA-001178,RC-KA-001178,2026-10,FPS-KA-UK-0018,2026-09-09T05:57:43Z,Wheat,FPS_COLLECTION
INT-2026-10-KA-001179,RC-KA-001179,2026-10,FPS-KA-UK-0019,2026-09-09T12:29:09Z,Wheat,FPS_COLLECTION
INT-2026-10-KA-001180,RC-KA-001180,2026-10,FPS-KA-UK-0020,2026-09-01T03:33:24Z,Wheat,FPS_COLLECTION
INT-2026-10-KA-001181,RC-KA-001181,2026-10,FPS-KA-VIJ-0001,2026-09-05T09:40:35Z,Wheat,FPS_COLLECTION
INT-2026-10-KA-001182,RC-KA-001182,2026-10,FPS-KA-VIJ-0002,2026-09-04T11:27:00Z,Wheat,FPS_COLLECTION
INT-2026-10-KA-001183,RC-KA-001183,2026-10,FPS-KA-VIJ-0003,2026-09-10T17:28:25Z,Wheat,FPS_COLLECTION
INT-2026-10-KA-001184,RC-KA-001184,2026-10,FPS-KA-VIJ-0004,2026-09-02T16:32:11Z,Wheat,FPS_COLLECTION
INT-2026-10-KA-001185,RC-KA-001185,2026-10,FPS-KA-VIJ-0005,2026-09-04T10:38:52Z,Wheat,FPS_COLLECTION
INT-2026-10-KA-001186,RC-KA-001186,2026-10,FPS-KA-VIJ-0006,2026-09-01T17:51:32Z,Wheat,FPS_COLLECTION
INT-2026-10-KA-001187,RC-KA-001187,2026-10,FPS-KA-VIJ-0007,2026-09-03T05:27:09Z,Wheat,FPS_COLLECTION
INT-2026-10-KA-001188,RC-KA-001188,2026-10,FPS-KA-VIJ-0008,2026-09-13T21:01:42Z,Wheat,FPS_COLLECTION
INT-2026-10-KA-001189,RC-KA-001189,2026-10,FPS-KA-VIJ-0009,2026-09-06T05:19:26Z,Wheat,FPS_COLLECTION
INT-2026-10-KA-001190,RC-KA-001190,2026-10,FPS-KA-VIJ-0010,2026-09-10T03:08:56Z,Wheat,FPS_COLLECTION
INT-2026-10-KA-001191,RC-KA-001191,2026-10,FPS-KA-VIJ-0011,2026-09-11T04:34:12Z,Wheat,FPS_COLLECTION
INT-2026-10-KA-001192,RC-KA-001192,2026-10,FPS-KA-VIJ-0012,2026-09-12T00:16:04Z,Wheat,FPS_COLLECTION
INT-2026-10-KA-001193,RC-KA-001193,2026-10,FPS-KA-VIJ-0013,2026-09-09T06:35:10Z,Wheat,FPS_COLLECTION
INT-2026-10-KA-001194,RC-KA-001194,2026-10,FPS-KA-VIJ-0014,2026-09-04T19:41:51Z,Wheat,FPS_COLLECTION
INT-2026-10-KA-001195,RC-KA-001195,2026-10,FPS-KA-VIJ-0015,2026-09-09T23:34:17Z,Wheat,FPS_COLLECTION
INT-2026-10-KA-001196,RC-KA-001196,2026-10,FPS-KA-VIJ-0016,2026-09-08T13:32:30Z,Coarse Grains,FPS_COLLECTION
INT-2026-10-KA-001197,RC-KA-001197,2026-10,FPS-KA-VIJ-0017,2026-09-08T20:58:00Z,Coarse Grains,FPS_COLLECTION
INT-2026-10-KA-001198,RC-KA-001198,2026-10,FPS-KA-VIJ-0018,2026-09-03T01:29:27Z,Coarse Grains,FPS_COLLECTION
INT-2026-10-KA-001199,RC-KA-001199,2026-10,FPS-KA-VIJ-0019,2026-09-02T06:38:48Z,Coarse Grains,FPS_COLLECTION
INT-2026-10-KA-001200,RC-KA-001200,2026-10,FPS-KA-VIJ-0020,2026-09-04T18:37:54Z,Coarse Grains,FPS_COLLECTION
INT-2026-10-KA-001201,RC-KA-001201,2026-10,FPS-KA-VIG-0001,2026-09-04T19:41:52Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001202,RC-KA-001202,2026-10,FPS-KA-VIG-0002,2026-09-02T04:59:19Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001203,RC-KA-001203,2026-10,FPS-KA-VIG-0003,2026-09-02T23:31:28Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001204,RC-KA-001204,2026-10,FPS-KA-VIG-0004,2026-09-07T14:30:41Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001205,RC-KA-001205,2026-10,FPS-KA-VIG-0005,2026-09-11T18:07:55Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001206,RC-KA-001206,2026-10,FPS-KA-VIG-0006,2026-09-11T07:00:23Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001207,RC-KA-001207,2026-10,FPS-KA-VIG-0007,2026-09-12T18:55:06Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001208,RC-KA-001208,2026-10,FPS-KA-VIG-0008,2026-09-11T17:30:33Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001209,RC-KA-001209,2026-10,FPS-KA-VIG-0009,2026-09-11T01:16:46Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001210,RC-KA-001210,2026-10,FPS-KA-VIG-0010,2026-09-07T15:07:52Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001211,RC-KA-001211,2026-10,FPS-KA-VIG-0011,2026-09-06T05:34:40Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001212,RC-KA-001212,2026-10,FPS-KA-VIG-0012,2026-09-13T10:27:48Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001213,RC-KA-001213,2026-10,FPS-KA-VIG-0013,2026-09-03T18:18:12Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001214,RC-KA-001214,2026-10,FPS-KA-VIG-0014,2026-09-09T09:04:39Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001215,RC-KA-001215,2026-10,FPS-KA-VIG-0015,2026-09-11T10:26:34Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001216,RC-KA-001216,2026-10,FPS-KA-VIG-0016,2026-09-03T16:35:52Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001217,RC-KA-001217,2026-10,FPS-KA-VIG-0017,2026-09-07T21:00:10Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001218,RC-KA-001218,2026-10,FPS-KA-VIG-0018,2026-09-12T19:29:02Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001219,RC-KA-001219,2026-10,FPS-KA-VIG-0019,2026-09-13T18:57:40Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001220,RC-KA-001220,2026-10,FPS-KA-VIG-0020,2026-09-08T11:40:02Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001221,RC-KA-001221,2026-10,FPS-KA-YAD-0001,2026-09-02T02:27:27Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001222,RC-KA-001222,2026-10,FPS-KA-YAD-0002,2026-09-06T08:27:40Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001223,RC-KA-001223,2026-10,FPS-KA-YAD-0003,2026-09-10T14:15:27Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001224,RC-KA-001224,2026-10,FPS-KA-YAD-0004,2026-09-02T07:54:46Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001225,RC-KA-001225,2026-10,FPS-KA-YAD-0005,2026-09-01T04:28:40Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001226,RC-KA-001226,2026-10,FPS-KA-YAD-0006,2026-09-05T23:05:06Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001227,RC-KA-001227,2026-10,FPS-KA-YAD-0007,2026-09-08T07:35:22Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001228,RC-KA-001228,2026-10,FPS-KA-YAD-0008,2026-09-06T03:03:09Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001229,RC-KA-001229,2026-10,FPS-KA-YAD-0009,2026-09-04T07:56:42Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001230,RC-KA-001230,2026-10,FPS-KA-YAD-0010,2026-09-07T04:51:03Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001231,RC-KA-001231,2026-10,FPS-KA-YAD-0011,2026-09-08T00:36:54Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001232,RC-KA-001232,2026-10,FPS-KA-YAD-0012,2026-09-08T23:08:42Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001233,RC-KA-001233,2026-10,FPS-KA-YAD-0013,2026-09-03T21:53:45Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001234,RC-KA-001234,2026-10,FPS-KA-YAD-0014,2026-09-01T04:30:10Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001235,RC-KA-001235,2026-10,FPS-KA-YAD-0015,2026-09-13T01:44:52Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001236,RC-KA-001236,2026-10,FPS-KA-YAD-0016,2026-09-11T10:52:29Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001237,RC-KA-001237,2026-10,FPS-KA-YAD-0017,2026-09-05T06:20:58Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001238,RC-KA-001238,2026-10,FPS-KA-YAD-0018,2026-09-04T03:15:22Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001239,RC-KA-001239,2026-10,FPS-KA-YAD-0019,2026-09-10T05:29:12Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001240,RC-KA-001240,2026-10,FPS-KA-YAD-0020,2026-09-13T22:15:06Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001241,RC-KA-001241,2026-10,FPS-KA-BAG-0001,2026-09-06T14:02:57Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001242,RC-KA-001242,2026-10,FPS-KA-BAG-0002,2026-09-13T03:25:26Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001243,RC-KA-001243,2026-10,FPS-KA-BAG-0003,2026-09-09T14:19:02Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001244,RC-KA-001244,2026-10,FPS-KA-BAG-0004,2026-09-02T17:59:13Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001245,RC-KA-001245,2026-10,FPS-KA-BAG-0005,2026-09-10T15:18:38Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001246,RC-KA-001246,2026-10,FPS-KA-BAG-0006,2026-09-02T00:38:34Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001247,RC-KA-001247,2026-10,FPS-KA-BAG-0007,2026-09-11T14:06:58Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001248,RC-KA-001248,2026-10,FPS-KA-BAG-0008,2026-09-01T10:55:03Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001249,RC-KA-001249,2026-10,FPS-KA-BAG-0009,2026-09-12T03:49:34Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001250,RC-KA-001250,2026-10,FPS-KA-BAG-0010,2026-09-02T21:21:29Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001251,RC-KA-001251,2026-10,FPS-KA-BAG-0011,2026-09-08T14:22:15Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001252,RC-KA-001252,2026-10,FPS-KA-BAG-0012,2026-09-11T10:04:34Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001253,RC-KA-001253,2026-10,FPS-KA-BAG-0013,2026-09-10T19:35:36Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001254,RC-KA-001254,2026-10,FPS-KA-BAG-0014,2026-09-11T03:19:27Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001255,RC-KA-001255,2026-10,FPS-KA-BAG-0015,2026-09-08T00:39:17Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001256,RC-KA-001256,2026-10,FPS-KA-BAG-0016,2026-09-03T19:05:36Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001257,RC-KA-001257,2026-10,FPS-KA-BAG-0017,2026-09-10T19:56:54Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001258,RC-KA-001258,2026-10,FPS-KA-BAG-0018,2026-09-01T12:08:59Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001259,RC-KA-001259,2026-10,FPS-KA-BAG-0019,2026-09-08T21:11:28Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001260,RC-KA-001260,2026-10,FPS-KA-BAG-0020,2026-09-05T04:07:24Z,Rice,FPS_COLLECTION
INT-2026-10-KA-001261,RC-KA-001261,2026-10,FPS-KA-BAL-0001,2026-09-12T04:01:33Z,Rice,FPS_COLLECTION
