fps_id,district,cycle_id,commodity,demand_quantity_kg,allocated_quota_kg,portability_inflow_kg,portability_outflow_kg,lifted_quantity_kg
FPS-KA-CHI-0009,Chitradurga,2026-07,Coarse Grains,15,15,5,0,20
FPS-KA-CHI-0009,Chitradurga,2026-08,Rice,100,100,5,0,105
FPS-KA-CHI-0009,Chitradurga,2026-08,Wheat,195,195,0,5,190
FPS-KA-CHI-0009,Chitradurga,2026-08,Coarse Grains,15,15,0,0,15
FPS-KA-CHI-0010,Chitradurga,2025-09,Rice,155,150,5,0,155
FPS-KA-CHI-0010,Chitradurga,2025-09,Wheat,245,235,5,0,240
FPS-KA-CHI-0010,Chitradurga,2025-09,Coarse Grains,15,15,0,0,15
FPS-KA-CHI-0010,Chitradurga,2025-10,Rice,155,160,0,5,150
FPS-KA-CHI-0010,Chitradurga,2025-10,Wheat,235,230,5,5,235
FPS-KA-CHI-0010,Chitradurga,2025-10,Coarse Grains,15,15,5,5,15
FPS-KA-CHI-0010,Chitradurga,2025-11,Rice,160,155,5,0,160
FPS-KA-CHI-0010,Chitradurga,2025-11,Wheat,250,255,5,0,255
FPS-KA-CHI-0010,Chitradurga,2025-11,Coarse Grains,15,15,5,5,15
FPS-KA-CHI-0010,Chitradurga,2025-12,Rice,155,160,5,0,160
FPS-KA-CHI-0010,Chitradurga,2025-12,Wheat,245,235,5,5,240
FPS-KA-CHI-0010,Chitradurga,2025-12,Coarse Grains,15,15,5,0,20
FPS-KA-CHI-0010,Chitradurga,2026-01,Rice,155,145,5,0,150
FPS-KA-CHI-0010,Chitradurga,2026-01,Wheat,255,260,0,0,255
FPS-KA-CHI-0010,Chitradurga,2026-01,Coarse Grains,15,15,5,5,15
FPS-KA-CHI-0010,Chitradurga,2026-02,Rice,165,155,0,5,155
FPS-KA-CHI-0010,Chitradurga,2026-02,Wheat,265,260,0,5,260
FPS-KA-CHI-0010,Chitradurga,2026-02,Coarse Grains,20,20,5,0,25
FPS-KA-CHI-0010,Chitradurga,2026-03,Rice,180,170,5,0,175
FPS-KA-CHI-0010,Chitradurga,2026-03,Wheat,285,285,0,0,285
FPS-KA-CHI-0010,Chitradurga,2026-03,Coarse Grains,20,20,0,0,20
FPS-KA-CHI-0010,Chitradurga,2026-04,Rice,175,170,0,0,170
FPS-KA-CHI-0010,Chitradurga,2026-04,Wheat,235,240,5,5,235
FPS-KA-CHI-0010,Chitradurga,2026-04,Coarse Grains,15,15,0,0,15
FPS-KA-CHI-0010,Chitradurga,2026-05,Rice,145,145,0,0,145
FPS-KA-CHI-0010,Chitradurga,2026-05,Wheat,235,235,5,0,240
FPS-KA-CHI-0010,Chitradurga,2026-05,Coarse Grains,15,15,0,0,15
FPS-KA-CHI-0010,Chitradurga,2026-06,Rice,160,160,5,0,165
FPS-KA-CHI-0010,Chitradurga,2026-06,Wheat,255,255,0,0,255
FPS-KA-CHI-0010,Chitradurga,2026-06,Coarse Grains,15,15,5,5,15
FPS-KA-CHI-0010,Chitradurga,2026-07,Rice,160,165,5,0,165
FPS-KA-CHI-0010,Chitradurga,2026-07,Wheat,250,235,0,0,235
FPS-KA-CHI-0010,Chitradurga,2026-07,Coarse Grains,15,15,5,0,20
FPS-KA-CHI-0010,Chitradurga,2026-08,Rice,150,150,5,5,150
FPS-KA-CHI-0010,Chitradurga,2026-08,Wheat,225,220,5,0,225
FPS-KA-CHI-0010,Chitradurga,2026-08,Coarse Grains,15,15,5,0,20
FPS-KA-CHI-0011,Chitradurga,2025-09,Rice,245,230,0,0,230
FPS-KA-CHI-0011,Chitradurga,2025-09,Wheat,120,115,0,0,115
FPS-KA-CHI-0011,Chitradurga,2025-09,Coarse Grains,15,15,5,0,20
FPS-KA-CHI-0011,Chitradurga,2025-10,Rice,220,210,0,0,210
FPS-KA-CHI-0011,Chitradurga,2025-10,Wheat,120,120,5,0,125
FPS-KA-CHI-0011,Chitradurga,2025-10,Coarse Grains,15,15,0,5,10
FPS-KA-CHI-0011,Chitradurga,2025-11,Rice,240,225,0,0,225
FPS-KA-CHI-0011,Chitradurga,2025-11,Wheat,120,115,5,0,120
FPS-KA-CHI-0011,Chitradurga,2025-11,Coarse Grains,15,15,5,0,20
FPS-KA-CHI-0011,Chitradurga,2025-12,Rice,265,265,5,0,270
FPS-KA-CHI-0011,Chitradurga,2025-12,Wheat,115,110,5,0,115
FPS-KA-CHI-0011,Chitradurga,2025-12,Coarse Grains,15,15,5,5,15
FPS-KA-CHI-0011,Chitradurga,2026-01,Rice,245,235,0,0,235
FPS-KA-CHI-0011,Chitradurga,2026-01,Wheat,130,125,5,0,130
FPS-KA-CHI-0011,Chitradurga,2026-01,Coarse Grains,20,20,5,0,25
FPS-KA-CHI-0011,Chitradurga,2026-02,Rice,275,270,5,5,275
FPS-KA-CHI-0011,Chitradurga,2026-02,Wheat,140,135,5,0,140
FPS-KA-CHI-0011,Chitradurga,2026-02,Coarse Grains,15,15,5,0,20
FPS-KA-CHI-0011,Chitradurga,2026-03,Rice,260,255,0,0,255
FPS-KA-CHI-0011,Chitradurga,2026-03,Wheat,135,135,5,5,135
FPS-KA-CHI-0011,Chitradurga,2026-03,Coarse Grains,20,20,5,0,25
FPS-KA-CHI-0011,Chitradurga,2026-04,Rice,255,250,5,0,255
FPS-KA-CHI-0011,Chitradurga,2026-04,Wheat,125,120,0,5,120
FPS-KA-CHI-0011,Chitradurga,2026-04,Coarse Grains,15,15,0,0,15
FPS-KA-CHI-0011,Chitradurga,2026-05,Rice,245,250,5,0,250
FPS-KA-CHI-0011,Chitradurga,2026-05,Wheat,115,110,0,0,110
FPS-KA-CHI-0011,Chitradurga,2026-05,Coarse Grains,15,15,5,0,20
FPS-KA-CHI-0011,Chitradurga,2026-06,Rice,250,250,5,5,250
FPS-KA-CHI-0011,Chitradurga,2026-06,Wheat,125,130,5,0,130
FPS-KA-CHI-0011,Chitradurga,2026-06,Coarse Grains,15,15,5,0,20
FPS-KA-CHI-0011,Chitradurga,2026-07,Rice,235,235,5,0,240
FPS-KA-CHI-0011,Chitradurga,2026-07,Wheat,120,115,0,0,115
FPS-KA-CHI-0011,Chitradurga,2026-07,Coarse Grains,15,15,5,0,20
FPS-KA-CHI-0011,Chitradurga,2026-08,Rice,225,220,0,0,220
FPS-KA-CHI-0011,Chitradurga,2026-08,Wheat,125,125,5,0,130
FPS-KA-CHI-0011,Chitradurga,2026-08,Coarse Grains,15,15,5,0,20
FPS-KA-CHI-0012,Chitradurga,2025-09,Rice,190,190,5,0,195
FPS-KA-CHI-0012,Chitradurga,2025-09,Wheat,240,225,5,5,230
FPS-KA-CHI-0012,Chitradurga,2025-09,Coarse Grains,15,15,0,5,10
FPS-KA-CHI-0012,Chitradurga,2025-10,Rice,195,190,5,5,195
FPS-KA-CHI-0012,Chitradurga,2025-10,Wheat,220,210,5,5,215
FPS-KA-CHI-0012,Chitradurga,2025-10,Coarse Grains,15,15,0,0,15
FPS-KA-CHI-0012,Chitradurga,2025-11,Rice,215,220,5,0,220
FPS-KA-CHI-0012,Chitradurga,2025-11,Wheat,230,220,5,0,225
FPS-KA-CHI-0012,Chitradurga,2025-11,Coarse Grains,15,15,5,0,20
FPS-KA-CHI-0012,Chitradurga,2025-12,Rice,215,220,0,5,210
FPS-KA-CHI-0012,Chitradurga,2025-12,Wheat,225,225,5,5,225
FPS-KA-CHI-0012,Chitradurga,2025-12,Coarse Grains,15,15,0,5,10
FPS-KA-CHI-0012,Chitradurga,2026-01,Rice,215,210,5,0,215
FPS-KA-CHI-0012,Chitradurga,2026-01,Wheat,265,270,0,0,265
FPS-KA-CHI-0012,Chitradurga,2026-01,Coarse Grains,15,15,0,0,15
FPS-KA-CHI-0012,Chitradurga,2026-02,Rice,225,215,5,0,220
FPS-KA-CHI-0012,Chitradurga,2026-02,Wheat,250,255,0,0,250
FPS-KA-CHI-0012,Chitradurga,2026-02,Coarse Grains,15,15,5,0,20
FPS-KA-CHI-0012,Chitradurga,2026-03,Rice,245,245,5,5,245
FPS-KA-CHI-0012,Chitradurga,2026-03,Wheat,265,255,5,5,260
FPS-KA-CHI-0012,Chitradurga,2026-03,Coarse Grains,20,20,5,0,25
FPS-KA-CHI-0012,Chitradurga,2026-04,Rice,235,220,5,5,225
FPS-KA-CHI-0012,Chitradurga,2026-04,Wheat,255,245,5,5,250
FPS-KA-CHI-0012,Chitradurga,2026-04,Coarse Grains,15,15,5,5,15
FPS-KA-CHI-0012,Chitradurga,2026-05,Rice,210,200,5,0,205
FPS-KA-CHI-0012,Chitradurga,2026-05,Wheat,230,220,5,0,225
FPS-KA-CHI-0012,Chitradurga,2026-05,Coarse Grains,15,15,5,0,20
FPS-KA-CHI-0012,Chitradurga,2026-06,Rice,210,205,5,0,210
FPS-KA-CHI-0012,Chitradurga,2026-06,Wheat,220,220,0,0,220
FPS-KA-CHI-0012,Chitradurga,2026-06,Coarse Grains,15,15,5,0,20
FPS-KA-CHI-0012,Chitradurga,2026-07,Rice,190,180,0,0,180
FPS-KA-CHI-0012,Chitradurga,2026-07,Wheat,225,210,5,5,215
FPS-KA-CHI-0012,Chitradurga,2026-07,Coarse Grains,15,15,5,5,15
FPS-KA-CHI-0012,Chitradurga,2026-08,Rice,210,200,5,5,205
FPS-KA-CHI-0012,Chitradurga,2026-08,Wheat,220,220,5,0,225
FPS-KA-CHI-0012,Chitradurga,2026-08,Coarse Grains,15,15,0,0,15
FPS-KA-CHI-0013,Chitradurga,2025-09,Rice,180,185,5,5,180
FPS-KA-CHI-0013,Chitradurga,2025-09,Wheat,150,155,5,5,150
FPS-KA-CHI-0013,Chitradurga,2025-09,Coarse Grains,15,15,5,0,20
FPS-KA-CHI-0013,Chitradurga,2025-10,Rice,180,185,0,0,180
FPS-KA-CHI-0013,Chitradurga,2025-10,Wheat,170,160,5,5,165
FPS-KA-CHI-0013,Chitradurga,2025-10,Coarse Grains,15,15,5,5,15
FPS-KA-CHI-0013,Chitradurga,2025-11,Rice,190,190,5,0,195
FPS-KA-CHI-0013,Chitradurga,2025-11,Wheat,155,145,5,0,150
FPS-KA-CHI-0013,Chitradurga,2025-11,Coarse Grains,15,15,0,5,10
FPS-KA-CHI-0013,Chitradurga,2025-12,Rice,205,205,5,0,210
FPS-KA-CHI-0013,Chitradurga,2025-12,Wheat,175,170,5,0,175
FPS-KA-CHI-0013,Chitradurga,2025-12,Coarse Grains,15,15,0,5,10
FPS-KA-CHI-0013,Chitradurga,2026-01,Rice,190,195,0,5,185
FPS-KA-CHI-0013,Chitradurga,2026-01,Wheat,170,170,0,5,165
FPS-KA-CHI-0013,Chitradurga,2026-01,Coarse Grains,15,15,0,5,10
FPS-KA-CHI-0013,Chitradurga,2026-02,Rice,205,200,5,0,205
FPS-KA-CHI-0013,Chitradurga,2026-02,Wheat,190,180,5,5,185
FPS-KA-CHI-0013,Chitradurga,2026-02,Coarse Grains,20,20,0,5,15
FPS-KA-CHI-0013,Chitradurga,2026-03,Rice,220,215,5,0,220
FPS-KA-CHI-0013,Chitradurga,2026-03,Wheat,175,175,5,0,180
FPS-KA-CHI-0013,Chitradurga,2026-03,Coarse Grains,15,15,5,5,15
FPS-KA-CHI-0013,Chitradurga,2026-04,Rice,215,215,5,0,220
FPS-KA-CHI-0013,Chitradurga,2026-04,Wheat,180,185,5,5,180
FPS-KA-CHI-0013,Chitradurga,2026-04,Coarse Grains,15,15,0,5,10
FPS-KA-CHI-0013,Chitradurga,2026-05,Rice,195,190,0,0,190
FPS-KA-CHI-0013,Chitradurga,2026-05,Wheat,160,155,5,0,160
FPS-KA-CHI-0013,Chitradurga,2026-05,Coarse Grains,15,15,5,0,20
FPS-KA-CHI-0013,Chitradurga,2026-06,Rice,180,180,5,0,185
FPS-KA-CHI-0013,Chitradurga,2026-06,Wheat,175,175,5,5,175
FPS-KA-CHI-0013,Chitradurga,2026-06,Coarse Grains,15,15,5,5,15
FPS-KA-CHI-0013,Chitradurga,2026-07,Rice,195,185,0,5,185
FPS-KA-CHI-0013,Chitradurga,2026-07,Wheat,155,150,0,5,150
FPS-KA-CHI-0013,Chitradurga,2026-07,Coarse Grains,15,15,5,5,15
FPS-KA-CHI-0013,Chitradurga,2026-08,Rice,195,195,5,0,200
FPS-KA-CHI-0013,Chitradurga,2026-08,Wheat,155,155,5,5,155
FPS-KA-CHI-0013,Chitradurga,2026-08,Coarse Grains,15,15,0,5,10
FPS-KA-CHI-0014,Chitradurga,2025-09,Rice,240,230,5,0,235
FPS-KA-CHI-0014,Chitradurga,2025-09,Wheat,135,135,5,0,140
FPS-KA-CHI-0014,Chitradurga,2025-09,Coarse Grains,15,15,5,0,20
FPS-KA-CHI-0014,Chitradurga,2025-10,Rice,280,285,5,5,280
FPS-KA-CHI-0014,Chitradurga,2025-10,Wheat,140,135,5,5,140
FPS-KA-CHI-0014,Chitradurga,2025-10,Coarse Grains,15,15,0,0,15
FPS-KA-CHI-0014,Chitradurga,2025-11,Rice,285,280,5,5,285
FPS-KA-CHI-0014,Chitradurga,2025-11,Wheat,155,150,5,5,155
FPS-KA-CHI-0014,Chitradurga,2025-11,Coarse Grains,15,15,5,5,15
FPS-KA-CHI-0014,Chitradurga,2025-12,Rice,290,275,5,5,280
FPS-KA-CHI-0014,Chitradurga,2025-12,Wheat,160,155,5,5,160
FPS-KA-CHI-0014,Chitradurga,2025-12,Coarse Grains,15,15,0,5,10
FPS-KA-CHI-0014,Chitradurga,2026-01,Rice,290,285,0,5,285
FPS-KA-CHI-0014,Chitradurga,2026-01,Wheat,165,165,5,0,170
FPS-KA-CHI-0014,Chitradurga,2026-01,Coarse Grains,15,15,0,5,10
FPS-KA-CHI-0014,Chitradurga,2026-02,Rice,280,280,5,0,285
FPS-KA-CHI-0014,Chitradurga,2026-02,Wheat,160,155,5,5,160
FPS-KA-CHI-0014,Chitradurga,2026-02,Coarse Grains,20,20,5,0,25
FPS-KA-CHI-0014,Chitradurga,2026-03,Rice,315,315,0,5,310
FPS-KA-CHI-0014,Chitradurga,2026-03,Wheat,165,170,0,5,160
FPS-KA-CHI-0014,Chitradurga,2026-03,Coarse Grains,20,20,5,5,20
FPS-KA-CHI-0014,Chitradurga,2026-04,Rice,255,250,0,0,250
FPS-KA-CHI-0014,Chitradurga,2026-04,Wheat,150,145,5,0,150
FPS-KA-CHI-0014,Chitradurga,2026-04,Coarse Grains,15,15,5,0,20
FPS-KA-CHI-0014,Chitradurga,2026-05,Rice,265,270,0,5,260
FPS-KA-CHI-0014,Chitradurga,2026-05,Wheat,160,155,5,5,160
FPS-KA-CHI-0014,Chitradurga,2026-05,Coarse Grains,15,15,5,0,20
FPS-KA-CHI-0014,Chitradurga,2026-06,Rice,265,255,5,0,260
FPS-KA-CHI-0014,Chitradurga,2026-06,Wheat,140,140,0,0,140
FPS-KA-CHI-0014,Chitradurga,2026-06,Coarse Grains,15,15,0,0,15
FPS-KA-CHI-0014,Chitradurga,2026-07,Rice,260,250,5,0,255
FPS-KA-CHI-0014,Chitradurga,2026-07,Wheat,135,130,0,0,130
FPS-KA-CHI-0014,Chitradurga,2026-07,Coarse Grains,15,15,0,5,10
FPS-KA-CHI-0014,Chitradurga,2026-08,Rice,235,230,5,0,235
FPS-KA-CHI-0014,Chitradurga,2026-08,Wheat,140,135,5,5,140
FPS-KA-CHI-0014,Chitradurga,2026-08,Coarse Grains,15,15,5,0,20
FPS-KA-CHI-0015,Chitradurga,2025-09,Rice,130,130,0,5,125
FPS-KA-CHI-0015,Chitradurga,2025-09,Wheat,125,125,5,5,125
FPS-KA-CHI-0015,Chitradurga,2025-09,Coarse Grains,15,15,0,0,15
FPS-KA-CHI-0015,Chitradurga,2025-10,Rice,140,145,0,0,140
FPS-KA-CHI-0015,Chitradurga,2025-10,Wheat,150,150,5,5,150
FPS-KA-CHI-0015,Chitradurga,2025-10,Coarse Grains,15,15,5,5,15
FPS-KA-CHI-0015,Chitradurga,2025-11,Rice,140,130,0,0,130
FPS-KA-CHI-0015,Chitradurga,2025-11,Wheat,145,140,0,0,140
FPS-KA-CHI-0015,Chitradurga,2025-11,Coarse Grains,15,15,5,0,20
FPS-KA-CHI-0015,Chitradurga,2025-12,Rice,150,150,5,0,155
FPS-KA-CHI-0015,Chitradurga,2025-12,Wheat,150,145,0,0,145
FPS-KA-CHI-0015,Chitradurga,2025-12,Coarse Grains,20,20,5,0,25
FPS-KA-CHI-0015,Chitradurga,2026-01,Rice,160,150,5,5,155
FPS-KA-CHI-0015,Chitradurga,2026-01,Wheat,155,150,0,5,150
FPS-KA-CHI-0015,Chitradurga,2026-01,Coarse Grains,20,20,5,5,20
FPS-KA-CHI-0015,Chitradurga,2026-02,Rice,160,155,5,0,160
FPS-KA-CHI-0015,Chitradurga,2026-02,Wheat,155,150,0,0,150
FPS-KA-CHI-0015,Chitradurga,2026-02,Coarse Grains,15,15,0,5,10
FPS-KA-CHI-0015,Chitradurga,2026-03,Rice,170,160,5,5,165
FPS-KA-CHI-0015,Chitradurga,2026-03,Wheat,160,155,0,0,155
FPS-KA-CHI-0015,Chitradurga,2026-03,Coarse Grains,15,15,0,0,15
FPS-KA-CHI-0015,Chitradurga,2026-04,Rice,150,145,0,0,145
FPS-KA-CHI-0015,Chitradurga,2026-04,Wheat,135,135,5,5,135
FPS-KA-CHI-0015,Chitradurga,2026-04,Coarse Grains,20,20,5,5,20
FPS-KA-CHI-0015,Chitradurga,2026-05,Rice,155,150,5,5,155
FPS-KA-CHI-0015,Chitradurga,2026-05,Wheat,145,140,5,0,145
FPS-KA-CHI-0015,Chitradurga,2026-05,Coarse Grains,15,15,5,0,20
FPS-KA-CHI-0015,Chitradurga,2026-06,Rice,135,135,5,0,140
FPS-KA-CHI-0015,Chitradurga,2026-06,Wheat,145,140,0,0,140
FPS-KA-CHI-0015,Chitradurga,2026-06,Coarse Grains,15,15,5,0,20
FPS-KA-CHI-0015,Chitradurga,2026-07,Rice,145,150,5,5,145
FPS-KA-CHI-0015,Chitradurga,2026-07,Wheat,145,135,0,0,135
FPS-KA-CHI-0015,Chitradurga,2026-07,Coarse Grains,15,15,5,0,20
FPS-KA-CHI-0015,Chitradurga,2026-08,Rice,130,135,5,0,135
FPS-KA-CHI-0015,Chitradurga,2026-08,Wheat,125,120,5,0,125
FPS-KA-CHI-0015,Chitradurga,2026-08,Coarse Grains,15,15,5,0,20
FPS-KA-CHI-0016,Chitradurga,2025-09,Rice,150,150,5,5,150
FPS-KA-CHI-0016,Chitradurga,2025-09,Wheat,180,175,5,0,180
FPS-KA-CHI-0016,Chitradurga,2025-09,Coarse Grains,15,15,5,5,15
FPS-KA-CHI-0016,Chitradurga,2025-10,Rice,150,145,5,0,150
FPS-KA-CHI-0016,Chitradurga,2025-10,Wheat,195,190,5,0,195
FPS-KA-CHI-0016,Chitradurga,2025-10,Coarse Grains,15,15,5,0,20
FPS-KA-CHI-0016,Chitradurga,2025-11,Rice,155,150,5,0,155
FPS-KA-CHI-0016,Chitradurga,2025-11,Wheat,205,195,5,0,200
FPS-KA-CHI-0016,Chitradurga,2025-11,Coarse Grains,15,15,5,0,20
FPS-KA-CHI-0016,Chitradurga,2025-12,Rice,165,165,0,5,160
FPS-KA-CHI-0016,Chitradurga,2025-12,Wheat,195,190,5,5,195
FPS-KA-CHI-0016,Chitradurga,2025-12,Coarse Grains,15,15,5,0,20
FPS-KA-CHI-0016,Chitradurga,2026-01,Rice,160,155,5,5,160
FPS-KA-CHI-0016,Chitradurga,2026-01,Wheat,200,195,5,0,200
FPS-KA-CHI-0016,Chitradurga,2026-01,Coarse Grains,15,15,5,5,15
FPS-KA-CHI-0016,Chitradurga,2026-02,Rice,170,165,5,5,170
FPS-KA-CHI-0016,Chitradurga,2026-02,Wheat,235,235,0,0,235
FPS-KA-CHI-0016,Chitradurga,2026-02,Coarse Grains,15,15,0,5,10
FPS-KA-CHI-0016,Chitradurga,2026-03,Rice,170,170,0,5,165
FPS-KA-CHI-0016,Chitradurga,2026-03,Wheat,230,220,5,5,225
FPS-KA-CHI-0016,Chitradurga,2026-03,Coarse Grains,15,15,5,0,20
FPS-KA-CHI-0016,Chitradurga,2026-04,Rice,160,150,5,5,155
FPS-KA-CHI-0016,Chitradurga,2026-04,Wheat,200,190,5,5,195
FPS-KA-CHI-0016,Chitradurga,2026-04,Coarse Grains,15,15,0,0,15
FPS-KA-CHI-0016,Chitradurga,2026-05,Rice,165,165,5,0,170
FPS-KA-CHI-0016,Chitradurga,2026-05,Wheat,220,210,0,0,210
FPS-KA-CHI-0016,Chitradurga,2026-05,Coarse Grains,15,15,5,0,20
FPS-KA-CHI-0016,Chitradurga,2026-06,Rice,165,165,0,0,165
FPS-KA-CHI-0016,Chitradurga,2026-06,Wheat,190,195,0,5,185
FPS-KA-CHI-0016,Chitradurga,2026-06,Coarse Grains,15,15,5,0,20
FPS-KA-CHI-0016,Chitradurga,2026-07,Rice,145,145,0,5,140
FPS-KA-CHI-0016,Chitradurga,2026-07,Wheat,185,175,0,0,175
FPS-KA-CHI-0016,Chitradurga,2026-07,Coarse Grains,15,15,5,0,20
FPS-KA-CHI-0016,Chitradurga,2026-08,Rice,160,155,0,5,155
FPS-KA-CHI-0016,Chitradurga,2026-08,Wheat,185,190,5,5,185
FPS-KA-CHI-0016,Chitradurga,2026-08,Coarse Grains,15,15,5,5,15
FPS-KA-CHI-0017,Chitradurga,2025-09,Rice,195,200,0,0,195
FPS-KA-CHI-0017,Chitradurga,2025-09,Wheat,125,120,5,5,125
FPS-KA-CHI-0017,Chitradurga,2025-09,Coarse Grains,15,15,5,0,20
FPS-KA-CHI-0017,Chitradurga,2025-10,Rice,190,190,5,5,190
FPS-KA-CHI-0017,Chitradurga,2025-10,Wheat,130,125,0,0,125
FPS-KA-CHI-0017,Chitradurga,2025-10,Coarse Grains,15,15,0,0,15
FPS-KA-CHI-0017,Chitradurga,2025-11,Rice,215,215,5,0,220
FPS-KA-CHI-0017,Chitradurga,2025-11,Wheat,140,135,5,5,140
FPS-KA-CHI-0017,Chitradurga,2025-11,Coarse Grains,15,15,5,0,20
FPS-KA-CHI-0017,Chitradurga,2025-12,Rice,210,210,5,5,210
FPS-KA-CHI-0017,Chitradurga,2025-12,Wheat,130,130,5,5,130
FPS-KA-CHI-0017,Chitradurga,2025-12,Coarse Grains,15,15,5,0,20
FPS-KA-CHI-0017,Chitradurga,2026-01,Rice,220,225,5,0,225
FPS-KA-CHI-0017,Chitradurga,2026-01,Wheat,125,120,0,5,120
FPS-KA-CHI-0017,Chitradurga,2026-01,Coarse Grains,15,15,0,0,15
FPS-KA-CHI-0017,Chitradurga,2026-02,Rice,215,205,5,0,210
FPS-KA-CHI-0017,Chitradurga,2026-02,Wheat,140,135,0,0,135
FPS-KA-CHI-0017,Chitradurga,2026-02,Coarse Grains,15,15,5,0,20
FPS-KA-CHI-0017,Chitradurga,2026-03,Rice,220,210,0,0,210
FPS-KA-CHI-0017,Chitradurga,2026-03,Wheat,135,130,5,0,135
FPS-KA-CHI-0017,Chitradurga,2026-03,Coarse Grains,15,15,0,5,10
FPS-KA-CHI-0017,Chitradurga,2026-04,Rice,205,205,0,0,205
FPS-KA-CHI-0017,Chitradurga,2026-04,Wheat,135,130,5,0,135
FPS-KA-CHI-0017,Chitradurga,2026-04,Coarse Grains,20,20,0,0,20
FPS-KA-CHI-0017,Chitradurga,2026-05,Rice,195,200,5,0,200
FPS-KA-CHI-0017,Chitradurga,2026-05,Wheat,125,125,5,5,125
FPS-KA-CHI-0017,Chitradurga,2026-05,Coarse Grains,15,15,5,0,20
FPS-KA-CHI-0017,Chitradurga,2026-06,Rice,210,215,0,5,205
FPS-KA-CHI-0017,Chitradurga,2026-06,Wheat,125,120,5,0,125
FPS-KA-CHI-0017,Chitradurga,2026-06,Coarse Grains,15,15,5,0,20
FPS-KA-CHI-0017,Chitradurga,2026-07,Rice,205,210,5,5,205
FPS-KA-CHI-0017,Chitradurga,2026-07,Wheat,125,125,5,5,125
FPS-KA-CHI-0017,Chitradurga,2026-07,Coarse Grains,15,15,5,0,20
FPS-KA-CHI-0017,Chitradurga,2026-08,Rice,205,195,5,0,200
FPS-KA-CHI-0017,Chitradurga,2026-08,Wheat,120,115,0,0,115
FPS-KA-CHI-0017,Chitradurga,2026-08,Coarse Grains,15,15,5,5,15
FPS-KA-CHI-0018,Chitradurga,2025-09,Rice,240,245,5,0,245
FPS-KA-CHI-0018,Chitradurga,2025-09,Wheat,200,195,5,0,200
FPS-KA-CHI-0018,Chitradurga,2025-09,Coarse Grains,15,15,0,5,10
FPS-KA-CHI-0018,Chitradurga,2025-10,Rice,230,225,5,0,230
FPS-KA-CHI-0018,Chitradurga,2025-10,Wheat,225,220,5,0,225
FPS-KA-CHI-0018,Chitradurga,2025-10,Coarse Grains,15,15,5,0,20
FPS-KA-CHI-0018,Chitradurga,2025-11,Rice,240,230,5,0,235
FPS-KA-CHI-0018,Chitradurga,2025-11,Wheat,200,195,0,0,195
FPS-KA-CHI-0018,Chitradurga,2025-11,Coarse Grains,15,15,5,5,15
FPS-KA-CHI-0018,Chitradurga,2025-12,Rice,240,245,5,5,240
FPS-KA-CHI-0018,Chitradurga,2025-12,Wheat,235,230,5,0,235
FPS-KA-CHI-0018,Chitradurga,2025-12,Coarse Grains,20,20,5,0,25
FPS-KA-CHI-0018,Chitradurga,2026-01,Rice,275,270,0,0,270
FPS-KA-CHI-0018,Chitradurga,2026-01,Wheat,220,225,0,0,220
FPS-KA-CHI-0018,Chitradurga,2026-01,Coarse Grains,15,15,5,0,20
FPS-KA-CHI-0018,Chitradurga,2026-02,Rice,250,255,5,0,255
FPS-KA-CHI-0018,Chitradurga,2026-02,Wheat,245,235,0,5,235
FPS-KA-CHI-0018,Chitradurga,2026-02,Coarse Grains,20,20,5,0,25
FPS-KA-CHI-0018,Chitradurga,2026-03,Rice,275,265,0,0,265
FPS-KA-CHI-0018,Chitradurga,2026-03,Wheat,230,220,0,0,220
FPS-KA-CHI-0018,Chitradurga,2026-03,Coarse Grains,15,15,0,0,15
FPS-KA-CHI-0018,Chitradurga,2026-04,Rice,245,240,5,5,245
FPS-KA-CHI-0018,Chitradurga,2026-04,Wheat,240,240,5,0,245
FPS-KA-CHI-0018,Chitradurga,2026-04,Coarse Grains,15,15,0,0,15
FPS-KA-CHI-0018,Chitradurga,2026-05,Rice,265,260,5,5,265
FPS-KA-CHI-0018,Chitradurga,2026-05,Wheat,205,205,0,5,200
FPS-KA-CHI-0018,Chitradurga,2026-05,Coarse Grains,15,15,5,0,20
FPS-KA-CHI-0018,Chitradurga,2026-06,Rice,255,240,5,0,245
FPS-KA-CHI-0018,Chitradurga,2026-06,Wheat,220,215,5,0,220
FPS-KA-CHI-0018,Chitradurga,2026-06,Coarse Grains,15,15,0,0,15
FPS-KA-CHI-0018,Chitradurga,2026-07,Rice,255,240,5,0,245
FPS-KA-CHI-0018,Chitradurga,2026-07,Wheat,225,225,0,0,225
FPS-KA-CHI-0018,Chitradurga,2026-07,Coarse Grains,15,15,5,0,20
FPS-KA-CHI-0018,Chitradurga,2026-08,Rice,235,220,5,5,225
FPS-KA-CHI-0018,Chitradurga,2026-08,Wheat,210,205,5,0,210
FPS-KA-CHI-0018,Chitradurga,2026-08,Coarse Grains,15,15,5,0,20
FPS-KA-CHI-0019,Chitradurga,2025-09,Rice,150,150,0,5,145
FPS-KA-CHI-0019,Chitradurga,2025-09,Wheat,175,165,0,0,165
FPS-KA-CHI-0019,Chitradurga,2025-09,Coarse Grains,15,15,5,5,15
FPS-KA-CHI-0019,Chitradurga,2025-10,Rice,150,150,5,0,155
FPS-KA-CHI-0019,Chitradurga,2025-10,Wheat,195,200,0,0,195
FPS-KA-CHI-0019,Chitradurga,2025-10,Coarse Grains,15,15,0,5,10
